evelyne sernagor,simona ullo,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,cesar ramirez,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,david willshaw,Early-Stage Waves in the Retinal Network Emerge Close to a Critical State Transition between Local and Global Functional Connectivity,2009
evelyne sernagor,evelyne sernagor,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,daniela pamplona,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
evelyne sernagor,albert encinas,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,francesca zanacchi,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,ibolya kepiro,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,john grady,Age-dependent Homeostatic Plasticity of GABAergic Signaling in Developing Retinal Networks,2011
evelyne sernagor,martino sindaci,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,pierre kornprobst,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
evelyne sernagor,luca berdondini,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
evelyne sernagor,stephen eglen,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
evelyne sernagor,dagmara panas,Spike Detection for Large Neural Populations Using High Density Multielectrode Arrays,2015
evelyne sernagor,vittorio murino,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
evelyne sernagor,oliver muthmann,Following the Ontogeny of Retinal Waves: Pan-Retinal Recordings of Population Dynamics in the Neonatal Mouse,2014
evelyne sernagor,alessandro maccione,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
evelyne sernagor,sahar pirmoradian,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
ferhan ture,phil blunsom,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,hendra setiawan,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,philip resnik,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,jonathan weese,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,chris dyer,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,vladimir eidelman,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
ferhan ture,adam lopez,"cdec: A Decoder, Alignment, and Learning Framework for Finite-State and Context-Free Translation Models",2010
giorgio satta,carlos gomez-rodriguez,Exact Inference for Generative Probabilistic Non-Projective Dependency Parsing,2011
giorgio satta,michael collins,Approximate PCFG Parsing Using Tensor Decomposition,2013
giorgio satta,shay cohen,An Incremental Parser for Abstract Meaning Representation,2017
giorgio satta,marco damonte,An Incremental Parser for Abstract Meaning Representation,2017
heli uibo,rico sennrich,Word-aligned parallel text : a new resource for contrastive language studies,2011
heli uibo,annette rios,Word-aligned parallel text : a new resource for contrastive language studies,2011
heli uibo,anne gohring,Word-aligned parallel text : a new resource for contrastive language studies,2011
heli uibo,martin volk,Word-aligned parallel text : a new resource for contrastive language studies,2011
sonja steinsiek,klaas hellingwerf,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,matthew rolfe,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,poonam sharma,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,robert poole,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,michael ederer,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,jeffrey green,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,hao bai,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,katja bettenbrock,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
sonja steinsiek,guido sanguinetti,Chapter Two - Towards a Systems Level Understanding of the Oxygen Response of Escherichia coli,2014
kiyong lee,andrei popescu-belis,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,alex fang,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,david traum,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,jan alexandersson,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,koiti hasida,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,harry bunt,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,volha petukhova,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,jae-woong choe,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,laurent romary,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,claudia soria,Towards an ISO Standard for Dialogue Act Annotation,2010
kiyong lee,jean carletta,Towards an ISO Standard for Dialogue Act Annotation,2010
eitan altman,laurent roullet,Green networking: Downlink considerations,2011
eitan altman,u. aygolu,Coalition formation games for superposition modulated cooperative transmission in multiuser wireless networks,2012
eitan altman,manjesh hanawal,Stochastic Geometric Models for Green Networking,2015
eitan altman,jean-marie gorce,Non-cooperative association of mobiles to access points revisited,2012
eitan altman,cengis hasan,Non-cooperative association of mobiles to access points revisited,2012
eitan altman,shlomo shamai,Stochastic Geometric Models for Green Networking,2015
eitan altman,hamed haddad,Non-cooperative association of mobiles to access points revisited,2012
eitan altman,rachid el-azouzi,Stochastic Geometric Models for Green Networking,2015
 aslan,shengjie wang,Blending LSTMs into CNNs,2016
 aslan,abdel-rahman mohamed,Blending LSTMs into CNNs,2016
 aslan,gregor urban,Blending LSTMs into CNNs,2016
 aslan,rich caruana,Blending LSTMs into CNNs,2016
 aslan,matthai philipose,Blending LSTMs into CNNs,2016
 aslan,krzysztof geras,Blending LSTMs into CNNs,2016
 aslan,charles sutton,Blending LSTMs into CNNs,2016
rile hu,keiichi tokuda,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,yi-jian wu,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,oliver watts,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,yong guan,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,bela usabaev,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,junichi yamagishi,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,simon king,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,jilei tian,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,reima karhila,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,rile hu,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
rile hu,keiichiro oura,Thousands of Voices for HMM-Based Speech Synthesis-Analysis and Application of TTS Systems Built on Various ASR Corpora,2010
murat saraclar,philipp koehn,Continuous space discriminative language modeling,2012
murat saraclar,daniel bikel,Continuous space discriminative language modeling,2012
murat saraclar,keith hall,Continuous space discriminative language modeling,2012
murat saraclar,eva hasler,Continuous space discriminative language modeling,2012
murat saraclar,damianos karakos,Continuous space discriminative language modeling,2012
murat saraclar,mark dredze,Deriving conversation-based features from unlabeled speech for discriminative language modeling,2012
murat saraclar,izhak shafran,Continuous space discriminative language modeling,2012
murat saraclar,emily prud'hommeaux,Continuous space discriminative language modeling,2012
murat saraclar,darcey riley,Continuous space discriminative language modeling,2012
murat saraclar,brian roark,Continuous space discriminative language modeling,2012
murat saraclar,matt post,Continuous space discriminative language modeling,2012
murat saraclar,puyang xu,Continuous space discriminative language modeling,2012
murat saraclar,sanjeev khudanpur,Continuous space discriminative language modeling,2012
murat saraclar,yuan cao,Continuous space discriminative language modeling,2012
murat saraclar,murat saraclar,Continuous space discriminative language modeling,2012
murat saraclar,adam lopez,Continuous space discriminative language modeling,2012
murat saraclar,kenji sagae,Continuous space discriminative language modeling,2012
rebecca cheung,t. gonos,Fabrication and characterization of a biomorphic wind sensor for integration with a neuron circuit,2007
rebecca cheung,p. argyrakis,Fabrication and characterization of a biomorphic wind sensor for integration with a neuron circuit,2007
rebecca cheung,alister hamilton,Fabrication and characterization of a biomorphic wind sensor for integration with a neuron circuit,2007
rebecca cheung,barbara webb,Fabrication and characterization of a biomorphic wind sensor for integration with a neuron circuit,2007
stephane louise,xavier raynaud,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,frederic blanc,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,pascal aubry,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,bruno bodin,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,francois galea,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,paul dubrulle,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,michel harrand,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,philippe dore,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,thanh nguyen,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,thierry goubier,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,jean-denis lesage,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,sergiu carpov,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,pierre-edouard beaucamps,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,benoit dinechin,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
stephane louise,nicolas chaisemartin,Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor,2013
armin haller,ewan klein,Metadata-driven Hypertext Content Publishing and Styling,2014
armin haller,dave robertson,Metadata-driven Hypertext Content Publishing and Styling,2014
armin haller,armin haller,Metadata-driven Hypertext Content Publishing and Styling,2014
korin richmond,allan clark,Festival Multisyn Voices for the 2007 Blizzard Challenge,2007
korin richmond,ronny wiegand,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,philip hoole,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,qiong hu,An experimental comparison of multiple vocoder types,2013
korin richmond,volker strom,Festival Multisyn Voices for the 2007 Blizzard Challenge,2007
korin richmond,rasmus dall,Testing the Consistency Assumption: Pronunciation Variant Forced Alignment in Read and Spontaneous Speech Synthesis,2016
korin richmond,marianne pouplier,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,julia hirschberg,Testing the Consistency Assumption: Pronunciation Variant Forced Alignment in Read and Spontaneous Speech Synthesis,2016
korin richmond,ren-hua wang,Integrating Articulatory Features Into HMM-Based Parametric Speech Synthesis,2009
korin richmond,cedric macmartin,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,ziggy campbell,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,mirjam wester,Speech production knowledge in automatic speech recognition,2007
korin richmond,k. livescu,Speech production knowledge in automatic speech recognition,2007
korin richmond,ranniery maia,An investigation of the application of dynamic sinusoidal models to statistical parametric speech synthesis,2014
korin richmond,cassia botinhao,Testing the Consistency Assumption: Pronunciation Variant Forced Alignment in Read and Spontaneous Speech Synthesis,2016
korin richmond,kartick subramanian,Initial investigation of speech synthesis based on complex-valued neural networks,2016
korin richmond,benigno uria,Deep Architectures for Articulatory Inversion,2012
korin richmond,sandrine brognaux,Testing the Consistency Assumption: Pronunciation Variant Forced Alignment in Read and Spontaneous Speech Synthesis,2016
korin richmond,alan wrench,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,gustav henter,Testing the Consistency Assumption: Pronunciation Variant Forced Alignment in Read and Spontaneous Speech Synthesis,2016
korin richmond,martin ling,Articulatory Control of HMM-based Parametric Speech Synthesis using Feature-Space-Switched Multiple Regression,2013
korin richmond,s. fitt,Festival Multisyn Voices for the 2007 Blizzard Challenge,2007
korin richmond,iain murray,Deep Architectures for Articulatory Inversion,2012
korin richmond,william hardcastle,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,korin richmond,Deep Architectures for Articulatory Inversion,2012
korin richmond,stephen renals,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,benigno ur?a,On the Evaluation of Inversion Mapping Performance in the Acoustic Domain,2013
korin richmond,catherine dickie,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,james scobbie,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,christian geng,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,junichi yamagishi,An Analysis of HMM-based Prediction of Articulatory Movements,2010
korin richmond,eddie dubourg,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,zhenhua ling,On the Evaluation of Inversion Mapping Performance in the Acoustic Domain,2013
korin richmond,simon king,Mage - Reactive articulatory feature control of HMM-based parametric speech synthesis,2013
korin richmond,zhizheng wu,Fusion of multiple parameterisations for DNN-based sinusoidal speech synthesis with multi-task learning,2015
korin richmond,li-rong dai,Formant-controlled HMM-based speech synthesis,2011
korin richmond,joe frankel,Speech production knowledge in automatic speech recognition,2007
korin richmond,yannis stylianou,An investigation of the application of dynamic sinusoidal models to statistical parametric speech synthesis,2014
korin richmond,ming lei,Formant-controlled HMM-based speech synthesis,2011
korin richmond,satsuki nakai,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,javier cabral,HMM-based Speech Synthesis with an Acoustic Glottal Source Model,2009
korin richmond,thierry dutoit,Mage - Reactive articulatory feature control of HMM-based parametric speech synthesis,2013
korin richmond,steve renals,Deep Architectures for Articulatory Inversion,2012
korin richmond,maria astrinaki,Mage - Reactive articulatory feature control of HMM-based parametric speech synthesis,2013
korin richmond,alice turk,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,e. mcdermott,Speech production knowledge in automatic speech recognition,2007
korin richmond,alexis moinet,Mage - Reactive articulatory feature control of HMM-based parametric speech synthesis,2013
korin richmond,evia kainada,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
korin richmond,kevin white,Recording speech articulation in dialogue: Evaluating a synchronized double electromagnetic articulography setup,2013
edward jones,nigel goddard,Towards effective and rewarding data sharing.,2003
akshat verma,d loveday,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,e arens,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,l toledo,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,k vadodaria,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,andrew cropper,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,s kaam,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,lynda webb,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,f babich,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,r ariffin,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,r. rawal,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
akshat verma,pramod bhatotia,Shredder: GPU-Accelerated Incremental Storage and Computation,2012
akshat verma,rodrigo rodrigues,Shredder: GPU-Accelerated Incremental Storage and Computation,2012
akshat verma,g brager,The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: a Multi-partner Global Innovation Initiative (GII) Project,2016
lu chen,kevin fox,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,gina turrigiano,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,tara keck,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,philip haydon,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,mark hubener,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,wulfram gerstner,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,mark rossum,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,michael stryker,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,daniel feldman,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,frank sengpiel,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,john lisman,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,tobias rose,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
lu chen,taro toyoizumi,Integrating Hebbian and homeostatic plasticity: the current state of the field and future research directions,2017
matthew bailey,david webb,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,lyam hollis,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,andrew zammit-mangion,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,maurits jansen,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,john mullins,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,ross lennen,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,robert menzies,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,james dear,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
matthew bailey,guido sanguinetti,An anatomically-unbiased approach for analysis of renal BOLD magnetic resonance images,2013
bartosz dobrzelecki,jennifer schopf,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,malcolm atkinson,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,kostas karasavvas,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,mario antonioletti,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,amy krause,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,tom sugden,Profiling OGSA-DAI Performance for Common Use Patterns,2006
bartosz dobrzelecki,alastair hume,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,alethia hume,Profiling OGSA-DAI Performance for Common Use Patterns,2006
bartosz dobrzelecki,amrey krause,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,tilaye alemu,Integrating distributed data sources with OGSA-DAI DQP and Views,2010
bartosz dobrzelecki,neil hong,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,paul jackson,Profiling OGSA-DAI Performance for Common Use Patterns,2006
bartosz dobrzelecki,alistair grant,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,elias theocharopoulos,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,mark parsons,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
bartosz dobrzelecki,malcolm illingworth,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,nicola mcdonnell,OGSA-DAI 3.0  The Whats and the Whys,2007
bartosz dobrzelecki,michael jackson,OGSA-DAI: Middleware for Data Integration: Selected Applications,2008
nikolaos tsagarakis,darwin caldwell,A Passivity Based Admittance Control for Stabilizing the Compliant Humanoid COMAN,2012
nikolaos tsagarakis,zhibin li,A Passivity Based Admittance Control for Stabilizing the Compliant Humanoid COMAN,2012
jonathan mallinson,rico sennrich,Paraphrasing Revisited with Neural Machine Translation,2017
jonathan mallinson,jonathan mallinson,Paraphrasing Revisited with Neural Machine Translation,2017
jonathan mallinson,maria lapata,Paraphrasing Revisited with Neural Machine Translation,2017
junli tao,benjamin risse,3D Trajectory Estimation of Simulated Fruit Flies,2012
junli tao,dimitri berh,Comparison of two 3D tracking paradigms for freely flying insects,2013
junli tao,reinhard klette,3D Trajectory Estimation of Simulated Fruit Flies,2012
junli tao,xiaoyi jiang,3D Trajectory Estimation of Simulated Fruit Flies,2012
junli tao,christian klambt,Comparison of two 3D tracking paradigms for freely flying insects,2013
arnout rijt,rik sarkar,Effective networking when connections are invisible: comment on Reagans and Zuckerman,2008
arnout rijt,xiaomeng ban,Effective networking when connections are invisible: comment on Reagans and Zuckerman,2008
guoli yang,alan smaill,Deductive Synthesis of Workflows for E-Science,2005
guoli yang,timothy hospedales,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,2015
guoli yang,d. yi,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,2015
guoli yang,matteo cavaliere,Detecting the Collapse of Cooperation in Evolving Networks,2016
guoli yang,rui yan,Homogeneous NoC-based FPGA: The Foundation for Virtual FPGA,2010
guoli yang,vincent danos,Learning in open adaptive networks,2016
guoli yang,j. kittler,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,2015
guoli yang,wei chen,Homogeneous NoC-based FPGA: The Foundation for Virtual FPGA,2010
guoli yang,zhenyu wen,Homogeneous NoC-based FPGA: The Foundation for Virtual FPGA,2010
guoli yang,tao xiang,Weakly-Supervised Image Annotation and Segmentation with Objects and Attributes,2016
guoli yang,vasilis dakos,Detecting the Collapse of Cooperation in Evolving Networks,2016
guoli yang,miaojing shi,Weakly-Supervised Image Annotation and Segmentation with Objects and Attributes,2016
guoli yang,l. ju,Homogeneous NoC-based FPGA: The Foundation for Virtual FPGA,2010
guoli yang,jia liu,Semantic Regularisation for Recurrent Image Annotation,2017
guoli yang,guoli yang,Deductive Synthesis of Workflows for E-Science,2005
guoli yang,w. christmas,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,2015
guoli yang,alan bundy,Deductive Synthesis of Workflows for E-Science,2005
igor goryanin,tatiana karelina,Kinetic Modeling as a Tool to Integrate Multilevel Dynamic Experimental Data,2009
igor goryanin,frank tobin,Kinetic modelling of the E. coli metabolism,2005
igor goryanin,n tsorman,SBSI: An extensible distributed software infrastructure for parameter estimation in systems biology,2013
igor goryanin,ekaterina mogilevskaya,Kinetic Modeling of E. coli Enzymes: Integration of in vitro Experimental Data,2009
igor goryanin,anton maryashkin,Kinetic modelling of NSAID action on COX-1: Focus on in vitro/in vivo aspects and drug combinations,2009
igor goryanin,igor goryanin,SBSI: An extensible distributed software infrastructure for parameter estimation in systems biology,2013
igor goryanin,joanne tang,"Simultaneous modelling of metabolic, genetic and product-interaction networks",2001
igor goryanin,kirill peskov,Kinetic Modeling of E. coli Enzymes: Integration of in vitro Experimental Data,2009
igor goryanin,d. rand,"Dissecting and reconstructing the multi-loop mechanism of the circadian clock: Abstract, Society for Experimental Biology Annual Main Meeting 31st March 2007",2007
igor goryanin,ai lavrova,Kinetic modelling as a modern technology to explore and modify living cells,2004
igor goryanin,joshua west,The kinetic model of the shikimate pathway as a tool to optimize enzyme assays for high-throughput screening,2006
igor goryanin,thomas caulfield,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
igor goryanin,hong-wu ma,The reconstruction and analysis of tissue specific human metabolic networks,2012
igor goryanin,charlene kay,Systems biology reveals new strategies for personalizing cancer medicine and confirms the role of PTEN in resistance to trastuzumab,2009
igor goryanin,rachel norman,Towards a computational reconstruction of the electrodynamics of premature and full term human labour,2011
igor goryanin,alex selkov,The Edinburgh human metabolic network reconstruction and its functional analysis,2007
igor goryanin,terry gaasterland,The Meolic Pathway Collection From Emp: The Enzymes and Metabolic Pathways Database,1996
igor goryanin,gene selkov,The Pathway Editor: A tool for managing complex biological networks,2006
igor goryanin,ourania dimou,Optimisation of scale-up of microbial fuel cell for sustainable wastewater treatment with positive net energy generation,2014
igor goryanin,m dressel,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
igor goryanin,bn kholodenko,Kinetic modelling of energy metabolism and generation of active forms of oxygen in hepatocyte mitochondria,2000
igor goryanin,ian humphery-smith,Kinetic modelling of NSAID action on COX-1: Focus on in vitro/in vivo aspects and drug combinations,2009
igor goryanin,charlie hodgman,Reconstructing whole-cell models,2001
igor goryanin,wolfgang reindl,EchoBASE: an integrated post-genomic database for Escherichia coli,2005
igor goryanin,tao chen,Pathway-Consensus Approach to Metabolic Network Reconstruction for Pseudomonas putida KT2440 by Systematic Comparison of Published Models,2017
igor goryanin,elena panyushkina,The Meolic Pathway Collection From Emp: The Enzymes and Metabolic Pathways Database,1996
igor goryanin,nick markevich,Temperature dependence of the epidermal growth factor receptor signaling network can be accounted for by a kinetic model,2002
igor goryanin,larisa kiseleva,Shotgun metagenomic analysis reveals metabolic diversity of electrogenic microbial community,2013
igor goryanin,geoffrey rollins,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
igor goryanin,stephen gilmore,SBSI: An extensible distributed software infrastructure for parameter estimation in systems biology,2013
igor goryanin,maciej swat,Kinetic modelling of NSAID action on COX-1: Focus on in vitro/in vivo aspects and drug combinations,2009
igor goryanin,peter ghazal,The Pathway Editor: A tool for managing complex biological networks,2006
igor goryanin,anatoly sorokin,The Pathway Editor: A tool for managing complex biological networks,2006
igor goryanin,h. spence,"Simultaneous modelling of metabolic, genetic and product-interaction networks",2001
igor goryanin,markus berg,Towards a computational reconstruction of the electrodynamics of premature and full term human labour,2011
igor goryanin,matthew knighton,"Novel Electrochemically Active Bacterium Phylogenetically Related to Arcobacter butzleri, Isolated from a Microbial Fuel Cell",2009
